Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
23669,INN23670,1,0,1,4,Meal Plan 2,0,Room_Type 4,17,2018,3,14,Offline,0,0,0,82.0,0,Not_Canceled
15222,INN15223,1,0,1,5,Meal Plan 1,0,Room_Type 1,3,2018,3,1,Complementary,0,0,0,55.5,1,Not_Canceled
22668,INN22669,2,0,2,2,Not Selected,0,Room_Type 1,1,2018,8,27,Online,0,0,0,109.25,1,Not_Canceled
35817,INN35818,2,1,1,3,Meal Plan 1,0,Room_Type 1,50,2018,12,5,Online,0,0,0,81.56,2,Not_Canceled
13673,INN13674,2,0,1,1,Not Selected,1,Room_Type 1,4,2018,8,8,Online,0,0,0,168.0,2,Not_Canceled
5495,INN05496,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled
21675,INN21676,2,1,0,1,Meal Plan 1,0,Room_Type 6,114,2018,7,30,Online,0,0,0,186.3,2,Not_Canceled
34566,INN34567,2,2,0,1,Meal Plan 1,0,Room_Type 6,7,2018,7,29,Online,0,0,0,201.0,1,Not_Canceled
12149,INN12150,1,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,4,18,Online,0,0,0,97.33,0,Not_Canceled
24611,INN24612,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
6441,INN06442,2,0,0,3,Not Selected,0,Room_Type 1,2,2018,12,20,Online,0,0,0,79.5,1,Not_Canceled
8636,INN08637,2,1,2,1,Meal Plan 1,0,Room_Type 1,13,2018,2,13,Online,0,0,0,109.0,2,Not_Canceled
24489,INN24490,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
18743,INN18744,2,0,1,2,Not Selected,0,Room_Type 1,21,2017,12,4,Online,0,0,0,77.92,1,Not_Canceled
23486,INN23487,2,0,0,1,Meal Plan 1,0,Room_Type 1,85,2018,8,5,Online,0,0,0,126.9,1,Not_Canceled
3654,INN03655,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,6,19,Offline,0,0,0,76.5,0,Not_Canceled
7052,INN07053,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,2018,10,9,Online,0,0,0,177.62,1,Not_Canceled
29734,INN29735,1,0,2,3,Meal Plan 1,0,Room_Type 1,13,2017,9,4,Offline,0,0,0,45.0,0,Not_Canceled
34054,INN34055,2,0,0,2,Not Selected,0,Room_Type 1,128,2018,6,30,Online,0,0,0,65.83,1,Not_Canceled
20829,INN20830,2,0,2,2,Not Selected,0,Room_Type 1,3,2018,2,14,Online,0,0,0,81.0,0,Not_Canceled
23171,INN23172,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,12,2,Online,0,0,0,63.75,1,Not_Canceled
12289,INN12290,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,8,1,Online,0,0,0,85.86,1,Not_Canceled
34676,INN34677,1,0,1,3,Meal Plan 1,0,Room_Type 4,3,2018,9,19,Aviation,1,0,3,110.0,0,Not_Canceled
13467,INN13468,2,0,0,1,Not Selected,0,Room_Type 1,11,2017,11,17,Online,0,0,0,85.0,1,Not_Canceled
6894,INN06895,2,0,1,4,Meal Plan 1,0,Room_Type 1,83,2018,7,25,Online,0,0,0,79.56,0,Not_Canceled
27117,INN27118,2,0,2,2,Meal Plan 1,0,Room_Type 1,3,2017,8,14,Online,0,0,0,146.0,1,Not_Canceled
28211,INN28212,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
7151,INN07152,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Online,0,0,0,224.67,0,Canceled
6012,INN06013,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,Online,0,0,0,125.2,0,Canceled
13076,INN13077,2,0,0,3,Meal Plan 1,0,Room_Type 4,40,2017,10,28,Offline,0,0,0,75.0,0,Not_Canceled
8906,INN08907,1,1,2,1,Meal Plan 1,0,Room_Type 1,72,2018,4,24,Online,0,0,0,115.5,0,Canceled
21627,INN21628,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,4,25,Online,0,0,0,100.75,1,Not_Canceled
27764,INN27765,2,0,1,3,Meal Plan 1,1,Room_Type 4,10,2017,12,28,Online,0,0,0,136.0,1,Not_Canceled
4431,INN04432,1,0,2,5,Meal Plan 1,0,Room_Type 4,8,2017,11,21,Offline,0,0,0,62.57,0,Not_Canceled
33174,INN33175,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Corporate,0,0,0,79.0,0,Not_Canceled
24596,INN24597,2,0,1,1,Not Selected,0,Room_Type 1,185,2018,7,23,Online,0,0,0,94.5,1,Canceled
13178,INN13179,2,0,0,3,Not Selected,0,Room_Type 1,88,2018,12,15,Online,0,0,0,79.2,1,Not_Canceled
26987,INN26988,2,0,1,1,Meal Plan 2,0,Room_Type 1,3,2018,5,21,Offline,0,0,0,112.0,1,Not_Canceled
16173,INN16174,2,0,0,1,Not Selected,0,Room_Type 1,125,2018,6,9,Online,0,0,0,116.1,0,Not_Canceled
26966,INN26967,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80.0,0,Not_Canceled
25519,INN25520,2,0,2,3,Meal Plan 1,0,Room_Type 1,244,2018,10,30,Online,0,0,0,85.85,0,Canceled
8234,INN08235,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,12,29,Online,0,0,0,74.8,4,Not_Canceled
11563,INN11564,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
27598,INN27599,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled
11556,INN11557,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,8,25,Online,0,0,0,155.0,1,Not_Canceled
16353,INN16354,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,11,27,Online,0,0,0,68.76,1,Not_Canceled
21636,INN21637,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
32779,INN32780,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2017,12,9,Offline,0,0,0,58.0,0,Not_Canceled
4760,INN04761,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,1,Not_Canceled
1177,INN01178,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,72.0,1,Not_Canceled
31348,INN31349,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
26523,INN26524,2,0,1,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90.0,1,Not_Canceled
6471,INN06472,2,0,0,3,Not Selected,0,Room_Type 1,141,2018,7,14,Online,0,0,0,103.5,1,Not_Canceled
28441,INN28442,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,7,Corporate,1,1,3,65.0,0,Not_Canceled
22612,INN22613,3,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,2,Online,0,0,0,133.0,0,Canceled
12040,INN12041,2,1,2,3,Meal Plan 1,1,Room_Type 1,81,2018,8,13,Online,0,0,0,143.1,1,Not_Canceled
25537,INN25538,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,Not_Canceled
11207,INN11208,2,2,1,3,Meal Plan 1,0,Room_Type 6,176,2018,10,24,Online,0,0,0,169.88,3,Not_Canceled
14437,INN14438,2,0,0,2,Not Selected,0,Room_Type 1,37,2018,10,27,Online,0,0,0,109.0,1,Not_Canceled
22443,INN22444,2,0,0,1,Meal Plan 1,0,Room_Type 4,146,2018,7,8,Online,0,0,0,127.8,2,Not_Canceled
31010,INN31011,2,1,0,2,Meal Plan 1,0,Room_Type 1,102,2018,12,9,Online,0,0,0,109.8,1,Canceled
28144,INN28145,2,1,1,1,Meal Plan 1,0,Room_Type 1,7,2018,4,16,Online,0,0,0,134.0,1,Not_Canceled
8927,INN08928,2,0,2,3,Meal Plan 1,0,Room_Type 4,72,2018,5,22,Online,0,0,0,132.6,0,Canceled
17824,INN17825,2,0,0,5,Meal Plan 1,0,Room_Type 2,43,2018,2,23,Online,0,0,0,66.43,0,Canceled
31324,INN31325,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled
12178,INN12179,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
9108,INN09109,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
27723,INN27724,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
23616,INN23617,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
3726,INN03727,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
26200,INN26201,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
1367,INN01368,2,1,2,3,Meal Plan 1,0,Room_Type 1,12,2017,8,27,Online,0,0,0,90.0,2,Not_Canceled
3712,INN03713,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Online,0,0,0,110.0,0,Canceled
17772,INN17773,0,2,1,2,Meal Plan 1,0,Room_Type 2,38,2018,5,13,Online,0,0,0,127.39,0,Not_Canceled
25426,INN25427,3,0,2,1,Meal Plan 1,0,Room_Type 4,116,2018,8,6,Offline,0,0,0,96.56,0,Canceled
33768,INN33769,2,1,1,2,Meal Plan 1,0,Room_Type 1,21,2017,10,5,Online,0,0,0,117.0,0,Not_Canceled
31116,INN31117,2,0,1,1,Meal Plan 1,0,Room_Type 1,92,2018,1,16,Online,0,0,0,90.0,1,Not_Canceled
7761,INN07762,2,0,0,1,Meal Plan 1,0,Room_Type 1,175,2017,8,5,Online,0,0,0,76.5,0,Canceled
4114,INN04115,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90.0,0,Not_Canceled
26213,INN26214,3,0,2,0,Meal Plan 1,0,Room_Type 4,135,2018,9,25,Online,0,0,0,162.0,2,Not_Canceled
1667,INN01668,3,0,1,5,Meal Plan 1,0,Room_Type 1,200,2018,9,20,Online,0,0,0,150.45,0,Canceled
29165,INN29166,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,27,Online,0,0,0,100.0,0,Not_Canceled
25923,INN25924,2,0,2,2,Meal Plan 1,0,Room_Type 4,133,2018,5,14,Online,0,0,0,113.05,0,Not_Canceled
488,INN00489,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,11,Online,0,0,0,91.0,0,Canceled
19614,INN19615,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,10,9,Offline,0,0,0,80.75,0,Not_Canceled
27208,INN27209,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,12,Online,0,0,0,174.0,1,Not_Canceled
6924,INN06925,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,0,0,0,115.0,1,Canceled
21592,INN21593,2,0,1,4,Meal Plan 1,0,Room_Type 1,13,2018,3,7,Online,0,0,0,96.6,0,Not_Canceled
7848,INN07849,2,0,0,2,Meal Plan 1,0,Room_Type 2,38,2018,3,4,Offline,0,0,0,73.1,0,Not_Canceled
5704,INN05705,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled
17087,INN17088,2,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,Not_Canceled
4033,INN04034,2,0,2,5,Meal Plan 1,0,Room_Type 4,146,2018,8,20,Online,0,0,0,116.23,3,Not_Canceled
8125,INN08126,2,0,1,4,Meal Plan 1,0,Room_Type 1,81,2018,9,5,Offline,0,0,0,95.0,0,Canceled
26984,INN26985,1,0,2,2,Meal Plan 1,0,Room_Type 1,359,2018,9,16,Online,0,0,0,95.0,0,Canceled
13380,INN13381,3,0,1,2,Meal Plan 1,0,Room_Type 4,78,2018,10,7,Online,0,0,0,151.2,2,Not_Canceled
35961,INN35962,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0,Not_Canceled
13598,INN13599,0,2,2,4,Meal Plan 1,0,Room_Type 2,23,2018,5,21,Online,0,0,0,128.49,0,Canceled
34851,INN34852,3,0,0,1,Meal Plan 1,0,Room_Type 4,118,2018,7,20,Online,0,0,0,137.7,1,Not_Canceled
30659,INN30660,1,0,1,2,Not Selected,0,Room_Type 1,6,2018,5,9,Offline,0,0,0,85.0,0,Not_Canceled
29259,INN29260,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,144.0,0,Not_Canceled
35241,INN35242,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70.0,0,Canceled
35603,INN35604,2,0,2,5,Meal Plan 1,0,Room_Type 1,166,2018,5,19,Online,0,0,0,105.28,1,Canceled
24089,INN24090,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,4,17,Online,0,0,0,99.3,0,Canceled
15504,INN15505,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled
28625,INN28626,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Canceled
22473,INN22474,2,0,0,3,Meal Plan 1,0,Room_Type 4,46,2018,11,3,Online,0,0,0,106.2,2,Not_Canceled
15577,INN15578,2,0,1,4,Meal Plan 1,0,Room_Type 4,60,2018,7,11,Online,0,0,0,120.6,0,Canceled
13669,INN13670,2,0,1,2,Not Selected,0,Room_Type 1,58,2018,7,18,Online,0,0,0,94.5,0,Canceled
23196,INN23197,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91.0,0,Not_Canceled
10225,INN10226,2,0,0,4,Not Selected,0,Room_Type 1,183,2018,10,26,Online,0,0,0,80.1,2,Canceled
4470,INN04471,2,0,2,3,Meal Plan 1,0,Room_Type 1,248,2018,10,13,Online,0,0,0,83.38,2,Not_Canceled
17275,INN17276,3,0,1,3,Meal Plan 1,0,Room_Type 4,28,2018,6,27,Online,0,0,0,175.4,0,Canceled
1969,INN01970,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,0,0,0,79.39,1,Not_Canceled
12595,INN12596,2,2,2,1,Meal Plan 1,0,Room_Type 6,9,2018,11,26,Online,0,0,0,150.07,0,Not_Canceled
32556,INN32557,3,0,0,1,Meal Plan 1,0,Room_Type 1,160,2018,7,5,Offline,0,0,0,96.9,1,Not_Canceled
22911,INN22912,2,0,2,3,Meal Plan 1,0,Room_Type 4,125,2018,8,21,Online,0,0,0,117.0,1,Not_Canceled
12115,INN12116,2,0,1,3,Meal Plan 1,0,Room_Type 4,49,2018,3,10,Online,0,0,0,65.49,1,Not_Canceled
13605,INN13606,2,0,2,2,Not Selected,0,Room_Type 1,40,2018,11,20,Online,0,0,0,57.6,1,Not_Canceled
9110,INN09111,2,0,2,5,Not Selected,0,Room_Type 1,127,2018,10,3,Online,0,0,0,108.0,2,Not_Canceled
3249,INN03250,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
6570,INN06571,2,0,0,4,Not Selected,0,Room_Type 1,255,2018,10,12,Online,0,0,0,84.43,1,Canceled
6638,INN06639,2,1,1,4,Meal Plan 1,0,Room_Type 1,73,2018,10,12,Online,0,0,0,135.0,1,Canceled
15398,INN15399,2,0,0,2,Meal Plan 1,0,Room_Type 2,11,2017,12,11,Complementary,0,0,0,0.0,1,Not_Canceled
23857,INN23858,2,0,0,2,Meal Plan 1,0,Room_Type 4,6,2018,8,5,Online,0,0,0,166.0,1,Not_Canceled
125,INN00126,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,3,30,Offline,0,0,0,85.5,0,Not_Canceled
1239,INN01240,2,0,2,3,Meal Plan 1,0,Room_Type 1,3,2017,12,3,Offline,0,0,0,58.0,0,Not_Canceled
25611,INN25612,1,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,70.0,0,Not_Canceled
33997,INN33998,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
9200,INN09201,3,0,1,5,Meal Plan 2,0,Room_Type 4,303,2018,12,27,Online,0,0,0,159.23,1,Canceled
29856,INN29857,2,0,1,0,Not Selected,0,Room_Type 1,55,2018,9,12,Online,0,0,0,134.1,1,Canceled
28404,INN28405,2,0,0,1,Meal Plan 1,1,Room_Type 1,138,2018,5,7,Online,0,0,0,114.3,1,Not_Canceled
10724,INN10725,2,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,8,20,Online,0,0,0,151.0,0,Not_Canceled
20677,INN20678,1,0,0,3,Meal Plan 1,0,Room_Type 1,214,2018,8,11,Online,0,0,0,90.9,1,Canceled
1058,INN01059,2,0,0,1,Not Selected,0,Room_Type 1,94,2018,12,23,Online,0,0,0,79.2,1,Not_Canceled
15360,INN15361,2,0,0,1,Meal Plan 1,0,Room_Type 1,23,2017,9,4,Online,0,0,0,105.0,0,Not_Canceled
27420,INN27421,2,0,0,3,Not Selected,0,Room_Type 1,86,2018,4,14,Online,0,0,0,85.5,0,Canceled
281,INN00282,2,0,1,3,Not Selected,0,Room_Type 1,41,2018,5,9,Online,0,0,0,116.1,0,Canceled
25619,INN25620,2,0,0,1,Not Selected,0,Room_Type 1,31,2018,11,19,Online,0,0,0,88.0,2,Not_Canceled
25892,INN25893,2,0,0,1,Meal Plan 1,0,Room_Type 4,12,2018,2,27,Online,0,0,0,108.0,1,Not_Canceled
968,INN00969,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Online,0,0,0,75.0,0,Canceled
16001,INN16002,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
20337,INN20338,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,70.0,1,Not_Canceled
34707,INN34708,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2017,12,5,Offline,0,0,0,38.67,1,Not_Canceled
17658,INN17659,2,1,2,3,Meal Plan 1,0,Room_Type 1,56,2018,4,24,Online,0,0,0,115.09,2,Not_Canceled
619,INN00620,2,0,2,1,Meal Plan 1,0,Room_Type 1,107,2018,5,29,Online,0,0,0,80.75,1,Canceled
18309,INN18310,2,0,0,3,Meal Plan 1,0,Room_Type 4,22,2017,10,20,Offline,0,0,0,75.0,0,Not_Canceled
1742,INN01743,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,2,25,Corporate,0,0,0,66.0,0,Canceled
17774,INN17775,2,0,0,3,Meal Plan 1,0,Room_Type 4,53,2018,6,2,Online,0,0,0,140.4,2,Not_Canceled
14135,INN14136,3,0,0,1,Meal Plan 1,0,Room_Type 4,25,2018,4,30,Online,0,0,0,186.0,2,Not_Canceled
26155,INN26156,3,0,0,2,Meal Plan 1,0,Room_Type 4,130,2018,6,9,Online,0,0,0,159.3,0,Canceled
9847,INN09848,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,13,Complementary,0,0,0,0.0,1,Not_Canceled
26928,INN26929,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2017,7,11,Online,0,0,0,55.96,0,Not_Canceled
26788,INN26789,2,0,2,1,Not Selected,0,Room_Type 1,133,2018,9,3,Online,0,0,0,118.8,0,Canceled
15563,INN15564,1,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,71.0,0,Not_Canceled
6116,INN06117,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2018,7,6,Online,0,0,0,139.0,1,Not_Canceled
19576,INN19577,2,0,0,3,Meal Plan 1,1,Room_Type 1,37,2018,2,11,Online,0,0,0,89.3,0,Not_Canceled
6099,INN06100,2,0,4,6,Meal Plan 2,0,Room_Type 1,163,2018,8,21,Offline,0,0,0,72.25,1,Not_Canceled
16959,INN16960,2,0,2,5,Not Selected,0,Room_Type 1,173,2018,7,8,Online,0,0,0,80.75,0,Canceled
23040,INN23041,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
23499,INN23500,2,1,0,3,Meal Plan 1,0,Room_Type 6,86,2018,12,8,Online,0,0,0,174.0,0,Canceled
13994,INN13995,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,1,4,Corporate,0,0,0,65.0,0,Not_Canceled
6276,INN06277,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,2018,3,10,Online,0,0,0,83.9,1,Not_Canceled
35364,INN35365,3,0,2,2,Meal Plan 1,0,Room_Type 4,102,2018,12,2,Online,0,0,0,119.0,1,Canceled
11083,INN11084,3,0,0,2,Meal Plan 1,0,Room_Type 4,21,2018,7,27,Online,0,0,0,187.0,1,Not_Canceled
5724,INN05725,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,5,2,Online,0,0,0,130.0,0,Not_Canceled
10831,INN10832,2,0,0,3,Meal Plan 1,0,Room_Type 2,230,2018,7,26,Online,0,0,0,95.75,1,Canceled
16653,INN16654,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2018,2,9,Online,0,0,0,93.0,1,Canceled
33397,INN33398,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,65.0,0,Not_Canceled
12588,INN12589,1,0,2,0,Meal Plan 1,0,Room_Type 1,11,2017,12,13,Online,1,0,1,66.99,1,Not_Canceled
32419,INN32420,3,0,1,2,Meal Plan 1,1,Room_Type 4,25,2018,6,13,Online,0,0,0,142.45,2,Not_Canceled
20939,INN20940,2,0,0,0,Meal Plan 1,0,Room_Type 1,2,2018,3,14,Online,0,0,0,0.0,0,Not_Canceled
21927,INN21928,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Offline,0,0,0,108.0,0,Canceled
13760,INN13761,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
2113,INN02114,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115.0,1,Canceled
26616,INN26617,2,0,2,1,Meal Plan 1,0,Room_Type 1,263,2018,8,13,Offline,0,0,0,72.08,0,Canceled
3814,INN03815,2,0,2,2,Meal Plan 2,0,Room_Type 1,147,2018,10,8,Offline,0,0,0,128.76,0,Not_Canceled
4599,INN04600,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2018,7,19,Offline,0,0,0,85.0,0,Not_Canceled
32781,INN32782,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,6,20,Online,0,0,0,129.0,0,Not_Canceled
34414,INN34415,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75.0,0,Canceled
29052,INN29053,3,0,1,3,Meal Plan 2,0,Room_Type 4,137,2018,8,8,Online,0,0,0,198.0,0,Canceled
35487,INN35488,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,10,4,Online,0,0,0,160.0,1,Not_Canceled
4648,INN04649,2,0,2,0,Meal Plan 1,0,Room_Type 1,1,2017,8,23,Online,0,0,0,98.0,2,Not_Canceled
26916,INN26917,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,Not_Canceled
33142,INN33143,2,0,2,2,Meal Plan 1,0,Room_Type 1,108,2018,3,13,Online,0,0,0,65.96,0,Not_Canceled
22861,INN22862,2,0,1,4,Meal Plan 1,0,Room_Type 4,40,2018,10,3,Online,0,0,0,95.48,1,Not_Canceled
525,INN00526,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
11561,INN11562,3,0,0,3,Meal Plan 1,0,Room_Type 4,120,2018,7,28,Online,0,0,0,140.7,0,Not_Canceled
12765,INN12766,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
23279,INN23280,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110.0,0,Canceled
26723,INN26724,2,0,1,4,Meal Plan 1,0,Room_Type 1,127,2018,11,2,Online,0,0,0,90.0,3,Not_Canceled
19975,INN19976,3,0,0,2,Meal Plan 1,0,Room_Type 1,239,2018,10,28,Online,0,0,0,128.7,0,Canceled
27490,INN27491,1,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
19342,INN19343,2,0,2,4,Meal Plan 1,0,Room_Type 4,22,2018,9,24,Online,0,0,0,159.0,2,Not_Canceled
33297,INN33298,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,2018,12,16,Online,0,0,0,106.0,1,Not_Canceled
21116,INN21117,3,0,1,2,Meal Plan 1,0,Room_Type 4,143,2018,7,4,Online,0,0,0,137.7,1,Canceled
17778,INN17779,1,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,2,4,Corporate,0,0,0,71.0,0,Canceled
29426,INN29427,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,24,Offline,0,0,0,118.0,1,Not_Canceled
12201,INN12202,2,0,2,1,Not Selected,0,Room_Type 1,34,2018,10,2,Online,0,0,0,108.0,2,Not_Canceled
11171,INN11172,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,17,Online,0,0,0,119.85,1,Not_Canceled
26017,INN26018,2,0,0,3,Meal Plan 1,0,Room_Type 1,229,2018,10,27,Online,0,0,0,70.44,2,Canceled
26958,INN26959,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,7,Online,0,0,0,94.5,2,Not_Canceled
12003,INN12004,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
22015,INN22016,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2017,12,27,Corporate,1,0,3,65.0,0,Not_Canceled
31585,INN31586,2,0,1,3,Meal Plan 1,0,Room_Type 1,9,2017,9,24,Online,0,0,0,190.5,2,Not_Canceled
31860,INN31861,1,0,2,1,Meal Plan 1,0,Room_Type 1,11,2017,12,13,Online,0,0,0,62.37,1,Not_Canceled
25849,INN25850,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,29,Corporate,0,0,0,79.0,0,Not_Canceled
6563,INN06564,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,2018,6,9,Online,0,0,0,126.9,0,Not_Canceled
4703,INN04704,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Online,0,0,0,72.25,2,Not_Canceled
15282,INN15283,2,0,1,0,Meal Plan 1,0,Room_Type 1,37,2018,9,25,Offline,0,0,0,85.5,0,Not_Canceled
